time,content,splitword
2018-06-14,爆笑意大利留学生毕业致辞中国的白开水厉害得不得了月日届毕业典礼上来自意大利的硕士毕业生王小龙全程用中文致辞他打趣说年来不管他的身体哪里不舒服中国同学们都会让他多喝点开水中国的白开水厉害得不得了,爆笑 意大利 留学生 毕业 致辞 白开水 厉害 日届 毕业典礼 意大利 硕士 毕业生 王小龙 全程 中文 致辞 打趣 身体 舒服 同学 喝点 开水 白开水 厉害
2018-06-14,这撒娇秒酥听说撒娇能不能成功这件事得看脸那你看阿熊我能行吗,撒娇 听说 撒娇 成功 这件 事得 阿熊 能行
2018-06-14,臧克茂一片丹心映铁甲身患癌症他与病魔顽强抗争妻子生活不能自理他悉心照顾但这一切并没有阻滞他科研攻关的脚步多年军旅生涯他成功突破装甲装备多项核心关键技术完成国家和军队重点科研项目多项他就是岁高龄的中国工程院院士臧克茂转发致敬,臧克茂 一片丹心 铁甲 身患 癌症 病魔 顽强 抗争 妻子 生活 自理 悉心 照顾 阻滞 科研 攻关 脚步 多年 军旅 生涯 成功 突破 装甲 装备 多项 核心 关键技术 国家 军队 重点 科研项目 多项 高龄 中国工程院 院士 臧克茂
2018-06-14,我们的国家这样的服装应该叫华服啊,国家 服装 华服
2018-06-14,听说地球人快要过端午节了这款喵星人粽子你想尝尝哪一款呢,听说 地球 端午节 这款 星人 粽子 尝尝 一款
2018-06-13,转发收藏送你一份世界杯赛程日历年俄罗斯世界杯明天拉开战幕支球队历时天共计场赛事由于时差只有小时球迷们无需次次熬夜看球了每场赛事有哪些精彩看点戳完整赛程表你最看好哪支球队,收藏 一份 世界杯赛 日历 俄罗斯 世界杯 明天 拉开战幕 球队 历时 共计 赛事 时差 小时 球迷 无需 次次 熬夜 看球 每场 赛事 精彩 看点 完整 赛程表 看好 哪支 球队
2018-06-13,个建议每天帮你省出小时早上分钟列待办清单分钟内能做完的事现在去做给每个需要配合的同事聚焦工作时关闭微信休息得当会加倍效率信任他人不必事事亲为可做可不做时选择不做比起完美完成更重要合理运用通勤时间记录你的时间去哪了,建议 省出 小时 早上 分钟 待办 清单 分钟 内能 配合 同事 聚焦 工作 关闭 微信 休息 得当 加倍 效率 信任他人 事事 亲为 可不 做时 选择 完美 通勤 时间 记录 时间
2018-06-13,新手爸妈注意这些药品孩子禁用或慎用日国家药监局发布公告新生儿婴幼儿孕妇禁用丹参注射剂据统计因用药不当我国每年约万儿童陷入无声世界造成肝肾功能等损伤的难以计数儿童用药安全已成为社会问题哪些药品儿童禁用或慎用戳图为孩子的健康转发周知,新手 爸妈 药品 孩子 禁用 慎用 国家药监局 发布公告 新生儿 婴幼儿 孕妇 禁用 丹参 注射剂 据统计 用药 不当 我国 儿童 陷入 无声 世界 肝肾 功能 损伤 难以 计数 儿童 用药 社会 药品 儿童 禁用 慎用 图为 孩子 健康 周知
2018-06-13,向人民音乐家致敬缅怀年在延安陕北公学礼堂庆祝会上鲁艺师生首次演唱黄河大合唱冼星海亲自指挥中华民族的怒吼声更加强劲地传遍了全中国乃至全世界今天冼星海诞辰转发缅怀一起回顾音乐带给我们的震撼,音乐家 缅怀 延安 陕北公学 礼堂 庆祝 会上 鲁艺 师生 首次 演唱 黄河 大合唱 冼星海 指挥 中华民族 怒吼声 强劲 传遍 全世界 冼星海 诞辰 缅怀 回顾 音乐 带给 震撼
2018-06-13,回忆杀国产剧岁四大名著主演再聚首日纪念中国电视剧诞生周年盛典在上海举行央视经典剧版四大名著系列的主演也于当晚再聚首包括孙悟空猪八戒贾宝玉欧阳奋强王熙凤邓婕吕布张光北戳视频看童年回忆,回忆 国产 剧岁 四大名著 主演 聚首 纪念 电视剧 诞生 周年 盛典 上海 央视 经典 剧版 四大名著 系列 主演 当晚 聚首 包括 孙悟空 猪八戒 贾宝玉 欧阳奋强 王熙凤 邓婕 吕布 张光北 视频 童年 回忆
2018-06-13,你愿为它们转发留住微笑天使吗我国野生江豚水下大熊猫仅剩不到只微笑天使已成极度濒危物种若不加以爱护长江江豚将出现断崖式灭绝别让它们成为历史为爱行动和野生救援公益大使郎朗一起保护江豚留住微笑天使转发传递,留住 微笑 天使 我国 野生 江豚 水下 大熊猫 仅剩 不到 微笑 天使 已成 濒危 物种 爱护 长江 江豚 断崖 灭绝 历史 野生 救援 公益 大使 郎朗 保护 江豚 留住 微笑 天使 传递
2018-06-13,签租房合同时一定注意这些与房东当面签查看身份证和房产证是否一致确保他具有此房屋出租权如果是通过中介租房租户房东中介三方必须都在场在没完成合同之前拒绝缴纳任何费用水电煤暖网费家电维修费等明确是谁负责确定自己是否能贴墙纸钉钉子等,租房 合同 房东 当面 查看 身份证 房产证 确保 房屋出租 中介 租房 租户 房东 中介 三方 在场 合同 拒绝 缴纳 费用 水电 煤暖 网费 家电 维修费 负责 贴墙纸 钉钉子
2018-06-13,女子自称担纲多部公安剧制作被外交部领导预定为儿媳都是假的一自称安心的女子频繁晒身份曾晒合作伙伴威海公安局公文称邀领导出席开拍仪式当地警方对此辟谣女子微信标注的与某影视公司合作身份慈善捐款与名人合影均被证伪律师称伪造公文涉嫌违法,女子 自称 担纲 多部 公安 制作 外交部 领导 预定 儿媳 自称 安心 女子 频繁 身份 合作伙伴 威海 公安局 公文 称邀 领导 出席 开拍 仪式 警方 对此 辟谣 女子 微信 标注 影视 公司 合作 身份 慈善 捐款 名人 合影 证伪 律师 伪造 公文 涉嫌 违法
2018-06-13,本届俄罗斯世界杯足球赛时间定在今年月号到月号中国美国荷兰意大利这些球队统统没有更多没有戳视频了解秒速成伪球迷指南,本届 俄罗斯 世界杯 足球赛 时间 美国 荷兰 意大利 球队 统统 视频 速成 球迷 指南
2018-06-13,他是我国火箭推进剂创始人之一岁捐出万元岁高龄的李俊贤院士执意把自己省吃俭用的万元捐献出来设立创新基金和帮扶基金在研究中一些关键问题都是由他亲手解决但在成果申报署名上他却总把自己的名字勾掉他说工作是大家一起做的功劳是大家的致敬,我国 火箭 推进剂 创始人 捐出 万元 高龄 李俊 院士 执意 省吃俭用 万元 捐献 设立 创新 基金 帮扶 基金 研究 关键问题 解决 成果 申报 署名 名字 勾掉 工作 功劳
2018-06-13,用了这么多年铅笔现在才知道它是这样制成的第一步木料选择接下来木料的切割成型的铅笔就要靠专用机器来切割了瞬间将上百只铅笔切割成六边形轮廓真的是非常神奇还要给铅笔穿衣服喷漆完了再带上帽子安橡皮最后非常贴心地将铅笔削尖也就完美了,多年 铅笔 制成 第一步 木料 选择 木料 切割 成型 铅笔 专用 机器 切割 瞬间 百只 铅笔 切割成 六边形 轮廓 神奇 铅笔 穿衣服 喷漆 带上 帽子 橡皮 贴心 铅笔 削尖 完美
2018-06-13,这个低调的国企今天不低调了他们将原有地上建筑物全部拆除并外运完毕只用了天他们完美交付上合峰会场馆只用个月全球排名前的超高层他们建了其中座戳视频看这个拥有名团员个团委的,低调 国企 低调 原有 地上 建筑物 拆除 外运 完毕 只用 完美 交付 上合 峰会 场馆 只用 全球排名 超高层 建了 视频 拥有 团员 团委
2018-06-13,啪啪打脸萌大叔花样撸猫女儿咦你不是说讨厌吗这个大叔本来说自己超级讨厌猫然后见到女儿的猫之后这剧情发展得太快了猫呵人类,啪啪 脸萌 大叔 花样 女儿 讨厌 大叔 本来 超级 讨厌 见到 女儿 剧情 发展 得太快 人类
2018-06-13,国家电网到底有多强大知乎上这条高赞回答可以说是非常的的令人发指了,国家电网 强大 知乎 这条 高赞 回答 令人发指
2018-06-13,款上黑名单你手机上装了没今天发布一季度检测发现问题的应用软件名单共涉及个应用商店款其中不乏一些知名所涉问题主要包括强行捆绑推广其它应用软件未经用户同意收集使用用户个人信息等戳你手机上有吗,款上 黑名单 手机 上装 发布 一季度 检测 发现 应用软件 名单 涉及 商店 不乏 知名 所涉 包括 强行 捆绑 推广 应用软件 未经 同意 收集 个人信息 手机
2018-06-13,一组动图告诉你古代木工为何不用钉子我们的祖先太厉害了,一组 动图 告诉 古代 木工 不用 钉子 祖先 厉害
2018-06-13,超级爽的切蛋糕过程热刀片平整切开慕斯蛋糕的瞬间简直太满足了啊这波甜点视频看饿了,超级 蛋糕 过程 刀片 平整 切开 慕斯 蛋糕 瞬间 这波 甜点 视频
2018-06-13,转发帮寻七旬老人徒步寻找走失患病妻子老伴儿你在哪儿月日为寻找从甘肃徽县走失的妻子阎宝霞岁的王玉明第多次来到甘肃成县阎宝霞患老年痴呆症今年月走失为不错过妻子王玉明坚持徒步寻找如见到阎宝霞请报警或联系,帮寻 七旬 老人 徒步 寻找 走失 患病 妻子 老伴儿 寻找 甘肃 徽县 走失 妻子 阎宝霞 王玉明 来到 甘肃 成县 阎宝霞 老年痴呆症 走失 不错 妻子 王玉明 徒步 寻找 见到 阎宝霞 报警
2018-06-12,视频来了朝美领导人会晤历史性握手,视频 朝美 领导人 会晤 历史性 握手
2018-06-12,这里有一份小心心请查收想在团团的各个平台留下自己青春的颜色么想让自己的作品出现在团十八大会场么不要想了即日起按要求发布视频或图片带上的话题你有可能捕获一只默默窥屏的小编哟到底怎么参加戳新时代的共青团,一份 小心 心请 查收 团团 平台 留下 青春 颜色 作品 十八 会场 即日起 发布 视频 图片 带上 话题 捕获 一只 默默 窥屏 编哟 参加 时代 共青团
2018-06-12,反转老人挑菜上公交被连人带菜赶下车其实是司机帮卸货近日广西桂林老人挑菜上公交被连人带菜赶下车的视频疯传网友纷纷指责司机然而完整监控显示因为老人年纪大到站下车时行动迟缓物品较多公交司机为不造成交通拥堵出于热心帮助老人卸货,反转 老人 挑菜 公交 下车 司机 卸货 近日 广西 桂林 老人 挑菜 公交 下车 视频 疯传 网友 纷纷 指责 司机 完整 监控 显示 老人 年纪 大到 下车时 行动迟缓 物品 公交 司机 交通拥堵 热心 老人 卸货
2018-06-12,别人的大学为了留核做实验斤荔枝邀学生免费吃日药学院购买斤荔枝为药剂学实验做准备由于实验只需要果核学院便召集师生开始吃荔枝不仅免费还管饱学生们纷纷赶赴战场网友贵校还招人吗为医学献身我可以一直不毕业,大学 留核 实验 荔枝 学生 免费 药学院 购买 荔枝 药剂学 实验 实验 果核 学院 召集 师生 荔枝 免费 管饱 学生 纷纷 赶赴 战场 网友 贵校 招人 医学 献身 毕业
2018-06-12,我起床气大着呢谁叫我我吼谁拿吃的来也不原谅哼左哼哼,起床 气大着 原谅 哼哼
2018-06-12,握手朝美领导人会晤朝鲜最高领导人金正恩与美国总统特朗普日上午在新加坡举行会晤刚刚金正恩与特朗普握手,握手 朝美 领导人 会晤 朝鲜 领导人 金正恩 美国 总统 特朗普 上午 新加坡 会晤 刚刚 金正恩 特朗普 握手
2018-06-12,今天纪念华罗庚他曾一度数学考不及格如今却是蜚声中外的数学家他虽左腿残疾中国土地上却遍布他推广优选法与统筹法足迹他是人民的数学家开创了中国解析数论等方面的研究他曾说我愿工作到生命最后一天年的今天数学家华罗庚倒在了演讲台上转发致敬,纪念 华罗庚 曾一度 数学 不及格 却是 蜚声中外 数学家 左腿 残疾 土地 遍布 推广 优选法 统筹法 足迹 数学家 开创 解析数论 研究 工作 生命 数学家 华罗庚 演讲 台上
2018-06-12,三分钟热度谁都会有坚持自律才难能可贵羡慕别人的好身材办完健身卡就再没去过渴望别人的好成绩翻了两页书却打起瞌睡你总说要改变却又心甘情愿被懒惰支配想得到什么就必须先付出什么在真正蜕变之前你只有咬牙坚持这一条路请为梦想放手一搏早安,三分钟 热度 自律 难能可贵 羡慕 好身材 办完 健身卡 去过 渴望 成绩 两页 打起 瞌睡 改变 心甘情愿 懒惰 支配 想得到 付出 蜕变 咬牙 一条 梦想 放手一搏 早安
2018-06-12,快转走鲜为人知却非常实用的技巧如何转如何一键禁播所有动画如何秒换所有字体如何提取里的图片如何切换大小写如何抠图张图个制作小技巧值得记下,快转 鲜为人知 实用 技巧 一键 禁播 动画 字体 提取 图片 切换 大小写 图张 图个 制作 技巧 值得 记下
2018-06-12,沙画里绘出的画面是我们念念不忘的学生时代一转眼距离你的高考已过去多久了戳一起回首这三年,沙画 绘出 画面 念念不忘 学生 时代 距离 高考 多久 回首 三年
2018-06-12,这是一段日军在华屠杀慰安妇的影像资料年云南多名慰安妇被日军杀害被抛尸,这是 一段 日军 屠杀 慰安妇 影像 资料 云南 多名 慰安妇 日军 杀害
2018-06-12,一曲肝肠断何处觅知音方锦龙大师这曲琵琶语太美妙了,一曲 肝肠 知音 方锦龙 大师 这曲 琵琶 语太 美妙
2018-06-12,内地人员往来港澳地区需持用合法有效出入境证件近日有媒体发往来港澳不再持用往来港澳通行证等报道国家移民管理局表示相关报道内容不实内地居民往来港澳地区应申领并持用合法有效的出入境证件和签注港澳居民来往内地时须持用有效的港澳居民来往内地通行证,内地 人员 往来 港澳地区 需持 合法 出入境 证件 近日 媒体 往来 港澳 持用 往来 港澳 通行证 报道 国家 移民 管理局 相关 报道 内容 内地 居民 往来 港澳地区 申领 并持 合法 出入境 证件 签注 港澳 居民 来往 内地 须持 港澳 居民 来往 内地 通行证
2018-06-12,万中国小龙虾出征俄罗斯世界杯球迷不淡定了等着我近日万只湖北小龙虾乘坐中欧班列前往俄罗斯这批世界杯版小龙虾加工制品全程冷链运输开封后加热分钟即可食用有麻辣蒜香等口味,小龙虾 出征 俄罗斯 世界杯 球迷 不淡定 近日 湖北 小龙虾 乘坐 中欧 班列 前往 俄罗斯 这批 世界杯 小龙虾 加工 制品 全程 冷链 运输 开封 加热 分钟 即可 食用 麻辣 口味
2018-06-12,全国首例侵犯烈士名誉案宣判网民被判公开道歉月日江苏淮安市检察院提起的全国首例网民侮辱消防烈士公益诉讼案在淮安市中院开庭网民曾某对谢勇烈士救火牺牲一事在微信群中公然发表侮辱性言论侵犯了谢勇烈士名誉权被判在媒体上公开赔礼道歉,全国 首例 侵犯 烈士 名誉 宣判 网民 被判 公开 道歉 江苏 淮安市 检察院 提起 全国 首例 网民 侮辱 消防 烈士 公益 诉讼案 淮安市 中院 开庭 网民 谢勇 烈士 救火 牺牲 一事 微信 群中 发表 侮辱性 言论 侵犯 谢勇 烈士 名誉权 被判 媒体 公开 赔礼道歉
2018-06-12,来抓我呀偷车贼发抖音仰天狂笑民警满足你月日贵州贵阳的白某因盗摩托车被抓白某为盗摩托车还特意换了件衣服掩人耳目得手后在抖音上发视频挑衅民警被市民看到后举报网友天道好轮回苍天饶过谁,偷车贼 发抖 仰天 狂笑 民警 贵州 贵阳 因盗 摩托车 抓白 某为 摩托车 特意 衣服 掩人耳目 得手 抖音 上发 视频 挑衅 民警 市民 举报 网友 天道 轮回 苍天 饶过
2018-06-12,分钟教你画微观世界一组很简单很有感觉的针管笔手绘超酷技能手绘,分钟 微观世界 一组 简单 感觉 针管 手绘 超酷 技能 手绘
2018-06-12,转存一张图告诉你全国高考成绩查询时间年全国普通高考已经落幕各地高考成绩查询时间陆续公布戳图转给考生加油,转存 一张 告诉 全国 高考 成绩 查询 时间 全国 高考 落幕 高考 成绩 查询 时间 陆续 公布 转给 考生 加油
2018-06-12,耳熟能详的旋律鲜为人知的故事年月瞿秋白翻译的中文版国际歌在新青年上发表听者热泪盈眶还有众多脍炙人口直击人心的红色经典歌曲如黄河大合唱我的祖国这些红歌的旋律令人心潮澎湃背后的故事更令人肃然起敬,耳熟能详 旋律 鲜为人知 故事 瞿秋白 翻译 中文版 国际歌 青年 发表 听者 热泪盈眶 众多 脍炙人口 直击 人心 红色 经典歌曲 黄河 大合唱 祖国 红歌 旋律 令人 心潮澎湃 背后 故事 令人 肃然起敬
2018-06-11,南大保洁阿姨画黑板报画出效果网友严重怀疑阿姨是专业的近日一位保洁阿姨因为在宿舍楼画黑板报把南大校门口画出了的感觉而走红学生们都误以为阿姨是学美术的阿姨却说自己只是喜欢临摹保洁是生计画画是生活,保洁 阿姨 黑板报 画出 效果 网友 怀疑 阿姨 专业 近日 保洁 阿姨 宿舍楼 黑板报 南大 校门口 画出 感觉 走红 学生 误以为 阿姨 美术 阿姨 却说 喜欢 临摹 保洁 生计 画画 生活
2018-06-11,为健康转发超实用体检报告阅读指南据统计中国人均预期寿命提高到岁保持健康定期体检很重要然而体检报告中各项拗口的检查指标却常常让人一头雾水尿酮体胆固醇甘油三酯这些指标都是啥意思升高或降低提示什么信号今天中国人口日带你读懂体检报告,健康 实用 体检 报告 阅读 指南 据统计 人均 预期 寿命 提高 健康 定期 体检 体检 报告 各项 拗口 检查 指标 一头雾水 酮体 胆固醇 甘油三酯 指标 啥意思 升高 降低 提示 信号 人口 日带 读懂 体检 报告
2018-06-11,美国摇滚乐队致敬黄家驹现场演绎光辉岁月一晃二十五年过去了你经历的那些光辉岁月可还记得的每首歌真的爱你光辉岁月海阔天空等每次听到内心都有一股力量涌动让人重燃对生活的信心和面对一切的勇气你不曾离开因为歌声永存,美国 摇滚乐 黄家驹 现场 演绎 光辉 岁月 一晃 二十五年 经历 光辉 岁月 记得 每首歌 光辉 岁月 海阔天空 每次 听到 内心 一股 力量 涌动 重燃 生活 信心 面对 勇气 离开 歌声 永存
2018-06-11,金银中国跳水队包揽全部冠军昨天国际泳联跳水世界杯在武汉体育中心游泳馆落下帷幕中国队以金银的成绩包揽全部冠军创造了在世界杯中五次包揽金牌的纪录为中国健儿点赞网友下一目标全部奖牌,金银 中国跳水队 包揽 冠军 昨天 国际泳联 跳水 世界杯 武汉 体育中心 游泳馆 落下 帷幕 中国队 金银 成绩 包揽 冠军 创造 世界杯 五次 包揽 金牌 纪录 健儿 点赞 网友 目标 奖牌
2018-06-11,转发一段视频无聊时可以看好多好多遍不嫌烦你过来我可以的好吧好吧我不动了,一段 视频 无聊 好多好多 嫌烦 不动
2018-06-11,患者心脏骤停倒地众人接力赢得黄金四分钟近日安徽某医院一患者突然心脏骤停倒地付春生医生找来推车床送患者去抢救室当推车床到达电梯口付医生大喊这个病人需要抢救电梯内众人纷纷让出通道目前该患者已康复出院你愿为他们点赞吗,患者 心脏 骤停 倒地 众人 接力 赢得 黄金 四分钟 近日 安徽 医院 患者 心脏 骤停 倒地 春生 医生 找来 车床 患者 抢救室 车床 到达 电梯 口付 医生 大喊 病人 抢救 电梯 众人 纷纷 让出 通道 患者 康复 出院 点赞
2018-06-11,不是所有超人都穿着披风日内蒙古汗马火场得到全面控制一张后森警战士满手伤痕的照片刷屏网络英雄从不用身披金甲不过是普通人拥有一颗伟大的心他们或许平凡普通却甘愿用有限的力量竭尽全力转发向没有超能力的英雄致敬新时代新青年,超人 穿着 披风 内蒙古 汗马 火场 控制 一张 森警 战士 伤痕 照片 刷屏 网络 英雄 不用 身披 金甲 普通人 拥有 一颗 平凡 甘愿 有限 力量 竭尽全力 超能力 英雄 时代 青年
2018-06-11,这图看的一本满足睡觉晚安图士兵菌,这图 一本 睡觉 晚安 士兵
2018-06-11,俄罗斯世界杯主题曲官方发布放飞自我距世界杯开幕式天俄罗斯世界杯主题曲官方发布歌名为放飞自我的主题曲由威尔史密斯尼基贾姆伊拉斯特拉菲共同演唱巴西球星罗纳尔迪尼奥在中惊喜现身戳一起来欣赏下吧,俄罗斯 世界杯 主题曲 官方 发布 放飞 自我 世界杯 开幕式 俄罗斯 世界杯 主题曲 官方 发布 名为 放飞 自我 主题曲 威尔 史密斯 尼基 贾姆 伊拉 斯特拉 演唱 巴西 球星 罗纳尔迪 尼奥 惊喜 现身 欣赏
2018-06-11,这座真假美猴王雕塑火了网友怕他会突然睁眼近日中央美术学院毕业展上一组真假美猴王雕塑火了这组闭目沉思的美猴王让网友看了直呼好害怕会突然睁眼雕塑者王瑞琳表示自己的作品把眼神这一部分留白给看观众每人看后影射出来的都是自己的内心状态,这座 真假 美猴王 雕塑 网友 睁眼 近日 中央美术学院 毕业 展上 一组 真假 美猴王 雕塑 这组 闭目 沉思 美猴王 网友 直呼 害怕 睁眼 雕塑 王瑞琳 作品 眼神 一部分 留白 观众 每人 看后 影射 内心 状态
2018-06-11,故宫博物院段子手院长上线特朗普来故宫那天挺乖的一直在数脊兽月日是我国的有故宫段子手之称的院长单霁翔向访客介绍故宫情况解密了他当初如何向美国总统特朗普解说故宫的相关细节,故宫博物院 段子 院长 上线 特朗普 故宫 那天 挺乖 数脊 我国 故宫 段子 手之称 院长 单霁翔 访客 介绍 故宫 解密 当初 美国 总统 特朗普 解说 故宫 相关 细节
2018-06-11,火箭军导弹发射现场到底有多震撼一起来看火箭军导弹发射现场罕见公开震撼声音听个够震撼画面看个够,火箭 导弹 发射 现场 震撼 火箭 导弹 发射 现场 罕见 公开 震撼 声音 听个 震撼 画面 看个够
2018-06-11,飙泪萌娃的爸爸是警察我都不知道他每天几点回家原征是江苏南京公安局栖霞分局教导员从警已十年之久他每天早上点送女儿元宝上学经常深夜回家由于工作原因每周只能陪女儿一天元宝说最希望每天吃完饭可以一家人散步虽然陪伴很少但我爱爸爸,飙泪 萌娃 爸爸 警察 几点 回家 原征 江苏 南京 公安局 栖霞 分局 教导员 从警 十年 之久 早上 点送 女儿 元宝 上学 深夜 回家 工作 原因 每周 只能 女儿 元宝 希望 吃完饭 一家人 散步 陪伴 爸爸
2018-06-11,老师放弃对学生管教后果是灾难性的不知从何时起一些地方教育环境呈现出一种病态对学生只能表扬不能批评更不要说惩戒在这种理念与舆论环境下一方面孩子脆弱不堪另一方面教师已成为一个高风险行业战战兢兢很多人不得不放弃最基本的管理职责,老师 放弃 学生 管教 后果 灾难性 不知 地方 教育 环境 呈现出 一种 病态 学生 只能 表扬 批评 惩戒 理念 舆论 环境 孩子 脆弱不堪 教师 高风险 行业 战战兢兢 放弃 管理 职责
2018-06-11,盛夏美颜九寨沟景区五花海珍珠滩震后首开放昨天关闭个月的九寨沟景区五花海珍珠滩等景观恢复对外开放调整后珍珠滩五花海等景观原则上为步行游览区游客入园时间调整为提醒暂只接待团体游客每天限人先来饱眼福,盛夏 美颜 九寨沟 景区 五花海 珍珠 震后 开放 昨天 关闭 九寨沟 景区 五花海 珍珠 景观 恢复 对外开放 调整 珍珠 五花海 景观 原则上 步行 游览区 游客 入园 时间 调整 提醒 暂只 接待 团体 游客 限人 先来 饱眼福
2018-06-11,远方有你不说再见灯光秀送别毕业生近日宿舍楼上演炫酷灯光秀以组字画送别毕业生教政经商当代表个院系的文字透过一个个窗口闪现而出时欢呼不断回忆满满告别母校你最难忘的记忆是,远方 再见 灯光 送别 毕业生 近日 宿舍楼 上演 炫酷 灯光 秀以 字画 送别 毕业生 教政 经商 代表 院系 文字 透过 一个个 窗口 闪现 出时 欢呼 回忆 满满 告别 母校 难忘 记忆
2018-06-11,心疼民警女子想模仿电视剧跳江让丈夫悔悟民警为救她腿筋断裂月日凌晨一年轻女子和老公吵架后突然想到有部电视剧里女主角通过跳河的方式让男主角悔悟于是来到江边想照搬模仿老公报警一位民警在救她时被下水道盖板划伤肉筋外翻有根腿筋断裂,心疼 民警 女子 模仿 电视剧 跳江 丈夫 悔悟 民警 断裂 凌晨 年轻 女子 老公 吵架 想到 有部 电视剧 女主角 跳河 方式 男主角 悔悟 来到 江边 照搬 模仿 老公 报警 民警 下水道 盖板 划伤 肉筋 外翻 根腿 断裂
2018-06-11,我国核试验基地首位司令员张蕴钰一打上甘岭二搞核试验上甘岭战役他提出适时放弃表面阵地转入坑道战斗成为我军由被动挨打转为积极出击的关键一环归国后他担任核武器试验基地首任司令员干惊天动地事做隐姓埋名人为两弹一星事业作出了重要贡献,我国 核试验 基地 首位 司令员 张蕴钰 一打 上甘岭 核试验 上甘岭战役 提出 适时 放弃 表面 阵地 转入 坑道 我军 被动挨打 转为 出击 关键 一环 归国 担任 核武器 试验 基地 首任 司令员 惊天动地 隐姓埋名 人为 两弹一星 事业 作出 贡献
2018-06-11,白岩松吐槽中国足球队扎心了俄罗斯世界杯中国球迷购买球票的数量在所有国家中排名第九可以说俄罗斯世界杯中国除了足球队没去其他都去了,白岩松 吐槽 中国足球队 扎心 俄罗斯 世界杯 球迷 购买 球票 数量 国家 排名 第九 俄罗斯 世界杯 足球队
2018-06-10,同一天两个会两张刷屏的照片,同一天 两个 两张 刷屏 照片
2018-06-10,周末大派送起晚的可没有哦,周末 派送 起晚
2018-06-10,高考再见我在等你来铃声响起对大多数考生来说高考就结束了这场考试定义不了未来却浓缩了最好的青春时光这一刻不问结果不问成绩每一个拼尽全力的你就是好样的这是战役的结束也是全新的开始青春不散场我们大学见,高考 再见 铃声响起 考生 高考 结束 这场 考试 定义 未来 浓缩 青春 时光 一刻 成绩 尽全力 好样 战役 结束 全新 青春 散场 大学
2018-06-10,我只有个月只能帮你这么多了月日江西吉安泰和县突发洪灾消防员营救的一个小宝宝紧紧抓住雨伞样子仿佛是在为消防战士撑伞好暖心,只能 江西 吉安 泰和县 突发 洪灾 消防员 营救 小宝宝 紧紧抓住 雨伞 样子 仿佛 消防 战士 撑伞 好暖心
2018-06-10,普林斯顿校长年轻人不要被学历无用论欺骗当地时间月日普林斯顿大学校长伊斯格鲁布在毕业典礼上发表演讲他强调上大学是一笔高回报的投资尤其从长远来看年轻人应将眼光放远不该被学历无用的论调欺骗这种论调会破坏年轻人的前途和国家的未来,普林斯顿 校长 年轻人 学历 无用论 欺骗 时间 普林斯顿大学 校长 伊斯 格鲁布 毕业典礼 发表 演讲 大学 一笔 高回报 投资 长远 年轻人 眼光 放远 不该 学历 无用 论调 欺骗 论调 破坏 年轻人 前途 国家 未来
2018-06-10,分享峰会的一张照片你的配图文字是什么昨晚德国总理默克尔的团队在社交媒体发布了一张七国集团峰会上拍摄的照片被国外网友奉为本届峰会的全场最佳,分享 峰会 一张 照片 配图 文字 昨晚 德国总理 默克尔 团队 社交 媒体 发布 一张 七国集团 峰会 拍摄 照片 国外 网友 本届 峰会 全场 最佳
2018-06-10,演讲如何拯救我们逐渐丢失的记忆力睡眠不足工作压力大焦虑抑郁等原因都会导致我们越来越健忘其实任何人都可以拥有超凡的记忆力科学作家教你快速学会用记忆宫殿提高记忆力转给记性越来越差的小伙伴建议先马后看,演讲 拯救 丢失 记忆力 睡眠不足 工作 压力 焦虑 抑郁 原因 导致 越来越 健忘 任何人 拥有 超凡 记忆力 科学 作家 快速 学会 记忆 宫殿 提高 记忆力 转给 记性 越来越 小伙伴 建议 先马后
2018-06-10,努力是人生的一种精神状态往往最美的不是成功的那一刻而是那段努力奋斗的过程愿你努力后的明天更精彩早安早安青春,努力 人生 一种 精神状态 最美 成功 那一刻 那段 努力奋斗 过程 努力 明天 精彩 早安 早安 青春
2018-06-10,袁隆平将在全国六个省试种耐盐碱杂交水稻力争年大面积推广近日袁隆平院士宣布杂交海水稻技术攻关路线图已完成将在全国六个省全面开展耐盐碱杂交海水稻试种示范攻关力争年开始在全国大面积推广袁隆平希望未来三年内在全国推广种植一亿亩杂交海水稻,袁隆平 全国 六个 试种 耐盐碱 杂交 水稻 力争 大面积 推广 近日 袁隆平 院士 杂交 水稻 技术 攻关 路线图 全国 六个 耐盐碱 杂交 水稻 试种 示范 攻关 力争 全国 大面积 推广 袁隆平 希望 未来 三年 内在 全国 推广 种植 亿亩 杂交 水稻
2018-06-10,这肯定是一个下着大雪的夜晚在垃圾堆边发现的,肯定 大雪 夜晚 垃圾堆 发现
2018-06-10,回忆高考不如亲手试一试咯,回忆 高考 试一试
2018-06-10,公交司机要不要下车救人全车一呼百应救月日江苏淮安公交司机赵通爱行驶途中发现一运木材的拖拉机侧翻在地有人大喊救人赵师傅立即靠边停下问乘客要不要下去帮个忙扶一下救救救车上乘客一呼百应立刻下车营救只用分钟便救出了伤者,公交 司机 下车 救人 一呼百应 江苏 淮安 公交 司机 赵通 行驶 途中 发现 一运 木材 拖拉机 侧翻 有人 大喊 救人 赵师傅 靠边 停下 乘客 帮个 救救 车上 乘客 一呼百应 下车 营救 只用 分钟 救出 伤者
2018-06-10,各地公安应该力邀张学友来开演唱会,公安 力邀 张学友 来开 演唱会
